z,y,x,ax,ay,az,gx,gy,gz,b,c
249,14,13,3.32,-2.09,9.27,-311.60,-1224.93,1518.62,2.56,259
248,14,14,3.88,-1.79,9.59,-132.52,-1074.50,723.50,2.56,259
248,15,14,3.32,-1.54,9.31,-118.19,-1056.59,537.25,2.56,259
249,15,14,3.46,-0.70,9.33,-189.83,-1038.68,479.94,2.56,259
248,16,14,3.66,-0.16,9.50,-422.64,-906.16,-17.91,2.56,259
249,17,15,2.73,-2.01,8.91,-605.30,-873.93,-154.01,2.56,259
248,17,15,3.18,-2.64,8.23,-533.67,-1070.92,988.54,2.56,259
248,18,16,2.96,-2.69,8.66,-261.46,-963.47,376.07,2.57,259
248,18,16,2.94,-2.38,8.78,-89.54,-1006.45,762.89,2.56,259
247,18,16,3.80,-1.52,9.19,-161.17,-977.79,1797.99,2.57,259
246,19,17,4.11,-1.54,9.11,-146.85,-526.50,569.48,2.56,259
246,19,17,3.38,-2.33,8.60,-150.43,-293.70,322.35,2.57,259
246,19,17,3.30,-2.24,8.24,-146.85,-161.17,999.28,2.56,260
246,19,17,2.93,-2.67,8.29,21.49,75.21,-89.54,2.56,260
246,19,17,3.40,-2.71,8.23,204.15,103.87,-64.47,2.57,260
246,19,17,4.33,-1.31,8.92,175.50,121.78,1088.83,2.57,260
245,18,17,3.84,-1.11,8.90,85.96,530.09,376.07,2.56,260
245,18,17,3.27,-1.98,8.60,-121.78,752.15,236.39,2.57,260
245,17,18,3.63,-2.36,8.46,-290.11,830.95,791.55,2.56,260
245,16,18,3.75,-2.34,8.78,-239.97,1088.83,-243.55,2.56,260
246,16,18,3.05,-1.97,8.54,-343.84,1396.85,-676.93,2.56,260
247,15,18,2.05,-1.91,8.15,-601.72,1472.06,-748.57,2.56,260
247,14,18,2.43,-1.72,8.12,-949.14,1300.14,-361.75,2.57,260
248,14,19,3.32,-2.56,8.26,-1246.42,1246.42,111.03,2.57,260
249,13,20,3.86,-2.84,7.92,-1386.10,1464.90,-530.09,2.56,260
250,12,20,3.77,-3.37,7.91,-1368.19,1894.70,-1880.37,2.57,260
251,11,21,2.86,-3.52,7.86,-1457.74,2088.11,-1991.40,2.56,260
253,11,21,2.04,-2.86,7.26,-1683.38,1987.82,-1110.32,2.56,260
254,10,22,1.51,-2.85,6.82,-1959.17,1797.99,-1518.62,2.56,260
256,9,24,1.38,-3.89,6.54,-2317.34,1382.52,-1661.89,2.57,260
257,9,25,1.34,-4.50,6.50,-2675.50,827.36,-1006.45,2.56,260
258,9,26,1.85,-5.57,7.11,-2893.98,404.73,-705.59,2.57,260
258,9,29,2.92,-6.54,6.99,-3237.82,-121.78,941.98,2.57,260
257,8,31,3.74,-7.34,6.87,-3252.15,-175.50,784.38,2.57,260
258,9,33,3.06,-7.73,6.61,-2958.45,107.45,-1468.48,2.57,260
259,9,34,2.08,-6.63,6.57,-3037.25,-46.56,-1346.70,2.57,260
260,10,37,1.82,-6.55,6.45,-3585.24,-522.92,-293.70,2.57,260
260,10,39,2.06,-9.68,6.48,-3878.94,-870.34,-709.17,2.56,260
260,11,41,2.13,-9.73,6.40,-3664.04,-1124.64,-1318.05,2.56,261
262,12,44,1.35,-8.83,6.81,-3628.22,-1285.82,-2220.63,2.56,261
263,14,46,2.57,-8.44,6.89,-4097.42,-1812.32,-1142.55,2.56,261
263,15,49,2.80,-8.18,6.41,-4681.23,-1830.23,-1232.09,2.56,261
265,17,52,3.28,-8.74,6.32,-4860.32,-1475.64,-3986.39,2.57,261
267,19,55,1.96,-7.15,6.19,-5562.32,-1733.52,-1837.39,2.56,261
269,21,59,3.51,-8.47,6.09,-6113.90,-1790.83,-2113.18,2.57,261
271,23,63,3.26,-9.52,5.89,-6303.73,-1561.60,-3742.84,2.56,261
274,26,68,4.18,-6.94,5.90,-6565.19,-1661.89,-2632.52,2.56,261
276,27,71,2.37,-7.03,4.97,-6905.44,-1529.37,-3492.12,2.57,261
279,30,77,2.64,-6.96,4.19,-7453.44,-1901.86,-2868.91,2.56,261
283,32,82,4.05,-7.58,3.45,-7822.35,-2181.23,-3116.05,2.56,261
286,34,89,9.31,-5.86,3.19,-7836.68,-2041.55,-3431.23,2.57,261
291,37,93,6.83,-4.54,2.59,-7725.64,-1450.57,-5967.05,2.56,261
298,41,100,8.42,-3.49,2.05,-7718.48,-1325.21,-6969.91,2.56,261
305,44,106,6.25,-5.24,0.22,-7607.45,-1432.66,-3416.91,2.56,261
310,45,112,6.49,-5.39,-1.09,-6769.34,-1013.61,-2639.68,2.57,261
314,46,116,5.97,-4.52,-0.91,-5483.52,-501.43,-1414.76,2.56,261
318,46,120,4.69,-5.39,-1.08,-4387.54,-214.90,254.30,2.56,261
319,45,121,8.62,-7.45,-0.78,-2353.15,426.22,3542.26,2.56,261
317,43,120,6.27,-5.62,-2.71,469.20,2260.03,3445.56,2.57,261
315,42,117,4.55,-6.56,-1.40,2793.70,3291.55,5863.18,2.56,261
310,39,111,6.42,-7.49,-2.14,4688.40,3621.06,6941.26,2.56,261
306,37,103,6.13,-7.43,-2.69,7295.85,4781.52,5372.49,2.56,261
303,34,97,7.19,-9.82,-4.65,9090.26,5526.50,6013.61,2.56,261
298,30,88,4.38,-10.93,-3.82,9942.69,5476.36,7779.37,2.57,261
292,24,79,4.06,-9.35,-0.60,10272.21,4394.70,8241.40,2.56,261
277,11,63,21.18,-10.28,1.82,9043.70,379.66,7421.20,2.56,262
275,7,57,0.81,-6.76,8.72,7915.47,2800.86,6425.50,2.57,262
271,3,54,-2.43,-6.38,6.81,6095.99,1765.76,5587.39,2.57,262
269,1,50,0.93,-5.35,8.45,4706.30,877.51,2528.65,2.56,262
268,0,48,-1.52,-6.52,9.33,1583.09,68.05,852.44,2.57,262
268,0,49,-0.78,-3.40,6.88,-2707.74,-1063.75,-293.70,2.56,262
268,1,52,-0.11,-6.54,4.43,-6747.85,-2102.44,-3033.67,2.56,262
269,3,57,2.05,-6.88,3.00,-8914.76,-2252.87,-2421.20,2.56,262
270,5,64,3.95,-7.71,2.32,-9917.62,-1984.24,-995.70,2.56,262
271,6,70,1.84,-11.73,1.76,-7890.40,-562.32,-2091.69,2.57,262
272,7,73,1.09,-12.82,2.72,-3778.65,347.42,-2217.05,2.57,262
274,8,74,1.44,-10.82,2.47,82.38,795.13,-852.44,2.57,262
274,8,71,3.65,-10.50,1.24,5154.01,1568.77,-479.94,2.56,262
274,7,66,2.87,-11.59,1.49,8431.23,3395.42,2338.83,2.57,262
273,4,61,0.35,-7.57,5.63,9330.23,2342.41,5902.58,2.56,262
270,0,55,0.54,-7.07,5.39,9122.49,1844.56,5282.95,2.57,262
267,-2,49,-0.12,-6.02,6.34,8237.82,1314.47,4641.83,2.56,262
267,-2,43,3.96,-7.33,-13.46,17020.06,247.13,-8660.46,2.56,262
268,-3,46,-8.32,-1.66,5.76,-440.54,250.72,-2596.70,2.57,262
268,-2,47,0.50,-4.00,7.98,-1540.11,-827.36,-2367.48,2.57,262
269,-1,49,0.63,-4.46,7.19,-3782.23,-967.05,-2786.53,2.56,262
271,0,52,-0.48,-5.55,5.67,-6389.68,-1425.50,-2507.16,2.56,262
272,2,57,1.94,-7.28,5.06,-7843.84,-1962.75,-2263.61,2.56,262
273,4,61,2.53,-9.86,3.20,-7768.62,-1851.72,-3026.50,2.57,262
274,6,66,1.71,-11.86,2.27,-5587.39,-1425.50,-2825.93,2.56,262
276,8,68,1.65,-11.06,2.57,-1790.83,-945.56,-2109.60,2.56,263
277,9,67,1.88,-10.31,2.76,2177.65,-376.07,-999.28,2.56,263
276,9,65,5.65,-9.83,2.42,5182.66,902.58,426.22,2.56,263
275,7,60,1.46,-8.47,4.92,6783.67,1862.46,3184.10,2.56,263
273,5,55,0.89,-9.60,4.63,7328.08,1536.53,3313.04,2.56,263
272,3,52,2.14,-6.67,6.43,7023.64,1608.17,3950.57,2.57,263
269,0,47,-0.33,-8.25,6.25,6121.06,1558.02,3287.97,2.57,263
265,-1,43,20.63,-10.03,-20.40,5952.72,-2098.85,8395.42,2.56,263
266,0,45,-4.17,-1.84,5.86,-204.15,-275.79,823.78,2.56,263
266,0,46,1.42,-6.29,7.81,-1583.09,-863.18,-938.40,2.56,263
266,0,47,1.32,-6.16,8.56,-3567.34,-1053.01,-1378.94,2.56,263
267,2,50,0.93,-8.44,5.99,-5014.33,-1171.20,-2686.25,2.57,263
270,5,54,1.98,-7.17,6.18,-6368.19,-1991.40,-4358.88,2.57,263
273,9,58,4.82,-8.84,3.87,-7449.86,-2550.14,-5673.35,2.56,263
275,12,62,3.84,-10.04,3.16,-7757.88,-2736.39,-6984.24,2.56,263
280,17,67,6.14,-9.99,1.70,-7772.21,-3173.35,-7399.71,2.57,263
286,24,73,5.30,-9.75,0.26,-7342.41,-3352.44,-9229.94,2.56,263
292,30,78,3.25,-7.99,0.08,-6833.81,-3807.31,-8449.14,2.56,263
297,36,83,4.05,-3.98,0.92,-6307.31,-4204.87,-9122.49,2.56,263
302,41,88,0.77,-3.85,-1.26,-6128.22,-4713.47,-7739.97,2.57,263
307,45,96,2.84,-5.99,-1.04,-5655.44,-5214.90,-6393.27,2.57,263
303,38,112,4.65,-6.30,-1.86,2589.54,2349.57,1787.25,2.56,263
298,34,108,11.40,-6.90,-5.82,2596.70,2131.09,7385.39,2.57,264
308,39,105,2.69,-5.17,-2.70,-3921.92,472.78,-3080.23,2.56,264
312,41,109,4.07,-6.50,-3.04,-4143.98,-805.87,-3717.77,2.57,264
317,44,114,6.25,-8.41,-2.59,-1608.17,-1081.66,-1568.77,2.57,264
316,44,114,5.64,-9.75,-2.51,830.95,-483.52,1339.54,2.57,264
312,41,112,7.88,-8.83,-2.49,3008.60,-164.76,5132.52,2.57,264
308,39,109,7.07,-4.23,-1.51,3900.43,580.23,5293.70,2.56,264
304,36,106,6.81,-2.10,-1.22,3037.25,719.91,3119.63,2.56,264
303,36,104,5.72,-2.49,-0.31,533.67,766.48,-1185.53,2.56,264
305,37,105,5.65,-5.74,-1.63,-2120.34,3.58,-1310.89,2.57,264
306,37,107,7.03,-8.05,-3.55,-2696.99,-393.98,-830.95,2.57,264
307,38,109,7.15,-8.65,-4.20,-1916.19,-189.83,-1128.22,2.56,264
308,38,109,7.98,-8.19,-3.86,-286.53,168.34,186.25,2.56,264
308,38,108,6.38,-7.26,-2.81,1207.02,873.93,193.41,2.56,264
307,38,107,5.97,-6.47,-2.29,1658.31,881.09,1110.32,2.57,264
306,38,106,5.04,-5.92,-1.39,1418.34,813.04,576.65,2.56,264
306,38,105,5.43,-6.24,-1.83,598.14,408.31,207.74,2.56,264
306,38,105,5.31,-6.01,-1.61,-114.61,-42.98,-114.61,2.56,264
306,37,105,5.12,-6.55,-2.21,-440.54,-565.90,673.35,2.57,264
305,37,105,5.04,-6.87,-2.35,-236.39,-755.73,762.89,2.56,264
304,36,105,6.40,-8.37,-2.90,379.66,-920.49,1070.92,2.56,264
302,35,105,7.43,-8.56,-2.71,888.25,-795.13,1712.03,2.56,264
300,34,105,7.33,-7.44,-2.36,931.23,-368.91,809.46,2.57,264
299,34,104,7.01,-6.07,-1.85,408.31,-351.00,974.21,2.56,264
298,34,105,6.25,-5.70,-1.91,-354.58,-171.92,-376.07,2.57,265
299,34,105,5.56,-6.39,-1.85,-963.47,-315.19,-354.58,2.56,265
299,34,106,5.95,-7.26,-2.28,-906.16,-315.19,-490.69,2.56,265
299,34,107,5.85,-7.27,-2.27,-505.01,-225.64,-275.79,2.57,265
299,34,107,5.60,-7.04,-1.96,46.56,-78.80,-128.94,2.56,265
299,34,106,5.63,-7.43,-2.32,429.80,25.07,297.28,2.57,265
299,34,106,5.37,-7.35,-2.13,576.65,136.10,476.36,2.57,265
298,34,106,6.24,-7.66,-2.47,465.62,57.31,1171.20,2.57,265
297,33,105,5.72,-6.90,-1.77,376.07,282.95,415.47,2.56,265
297,33,105,4.69,-7.15,-1.62,179.08,325.93,143.27,2.57,265
297,33,105,3.56,-6.09,-0.87,132.52,32.23,1128.22,2.56,265
296,32,104,2.55,-6.54,-1.81,372.49,-143.27,884.67,2.57,265
295,32,104,2.55,-6.83,-2.05,1429.08,-282.95,229.23,2.56,265
293,31,102,3.74,-6.14,-0.70,2661.17,-186.25,791.55,2.57,265
292,31,101,5.51,-7.49,-0.99,3932.66,100.29,2954.87,2.57,265
288,29,97,6.13,-7.40,0.36,5239.97,845.27,2385.39,2.57,265
285,27,92,5.75,-11.38,-1.37,6916.19,1830.23,2972.78,2.56,265
281,24,86,5.20,-12.05,-2.05,8671.20,2424.79,4742.12,2.57,265
278,21,81,4.50,-9.44,-0.11,9831.66,2532.23,5261.46,2.57,265
273,17,74,5.14,-7.65,2.61,9960.60,2628.94,7106.02,2.57,265
268,12,68,6.67,-7.99,5.59,8166.19,2464.18,6203.44,2.57,265
265,8,63,2.59,-8.57,4.04,7009.31,2170.49,4828.08,2.56,265
263,6,60,-0.63,-11.78,3.92,6185.53,1651.15,3542.26,2.56,265
261,4,55,1.75,-6.61,5.62,6737.11,841.69,3198.42,2.57,265
259,2,51,1.82,-7.36,5.46,5279.37,852.44,2793.70,2.57,265
258,0,48,2.20,-7.71,5.71,4838.83,709.17,2786.53,2.57,265
256,-1,46,-1.52,-5.06,9.12,4151.15,852.44,2682.66,2.56,266
254,-2,45,-4.28,-7.40,8.36,-9204.87,-2260.03,171.92,2.57,266
255,-1,45,1.33,-6.26,6.42,-1117.48,-787.97,583.81,2.56,266
255,-1,46,-0.33,-7.04,8.93,-1919.77,-956.30,-626.79,2.56,266
255,0,49,0.82,-5.89,7.37,-4004.30,-1558.02,-924.07,2.56,266
256,0,51,1.39,-4.72,8.07,-6554.44,-1869.63,-3216.33,2.56,266
258,4,56,3.12,-8.38,5.19,-8900.43,-2349.57,-4656.16,2.56,266
261,8,63,5.25,-9.25,3.14,-10676.93,-2489.26,-6941.26,2.56,266
267,13,71,6.21,-6.92,1.91,-11837.39,-2668.34,-8689.11,2.56,266
272,19,77,3.50,-7.31,-1.96,-12643.27,-2947.71,-11386.10,2.56,266
280,26,86,1.92,-5.82,-3.74,-12965.62,-4136.82,-7686.25,2.56,266
286,31,96,0.14,-2.80,-3.53,-11722.78,-4366.05,-8964.90,2.56,266
293,35,107,2.85,-8.10,-2.80,-10282.95,-4942.69,-5848.85,2.57,266
296,36,113,9.39,-11.30,-2.05,-8047.99,-4491.40,-3653.30,2.56,266
299,37,119,12.91,-13.74,-3.41,-2782.95,-1017.19,-1934.10,2.57,266
300,37,119,7.32,-8.53,-3.98,533.67,913.32,1715.62,2.56,266
299,36,118,4.97,-5.68,-3.91,1941.26,1389.68,1704.87,2.57,266
298,36,115,7.17,-4.03,-6.05,1615.33,795.13,1540.11,2.56,266
297,35,115,8.86,-3.49,-9.32,-39.40,-422.64,-89.54,2.56,266
298,36,117,3.50,-3.48,-10.89,-2023.64,-2772.21,-4190.54,2.56,266
300,38,123,1.06,-1.19,-11.07,-3886.10,-6486.39,-6461.32,2.57,266
302,38,130,2.36,1.62,-9.55,-5626.79,-9559.46,-7066.62,2.56,266
304,37,140,4.97,-0.27,-6.83,-6235.67,-9888.97,-8262.89,2.56,266
18,35,150,13.30,-7.34,0.34,-5816.62,-7414.04,-6973.50,2.56,266
16,33,155,28.28,-18.40,5.46,-3302.29,-1916.19,-447.71,2.57,266
18,34,154,39.20,-22.92,2.17,1966.33,7385.39,7521.49,2.56,266
313,38,145,37.42,-20.38,-3.88,7722.06,15780.80,6977.08,2.56,266
313,45,125,20.66,-21.99,-16.04,14362.46,23441.98,8535.10,2.56,267
307,43,101,18.37,-24.48,-25.58,23542.26,25476.36,16332.38,2.57,267
298,31,70,9.06,-10.10,-35.03,30329.51,25841.69,19140.40,2.57,267
286,11,45,3.41,8.90,-25.47,34326.65,19971.35,21095.99,2.56,267
273,-5,23,19.40,15.70,-14.25,31493.55,11704.87,21529.37,2.56,267
272,-12,8,17.51,-0.45,-6.11,25565.90,15096.71,-3681.95,2.57,267
287,-25,0,-33.94,13.23,12.07,5057.31,24462.75,5451.29,2.56,267
285,-34,-8,-28.07,-21.26,-2.80,7865.33,11063.75,7106.02,2.56,267
279,-35,-20,-12.59,-1.72,2.25,9720.63,1690.54,9942.69,2.57,267
276,-33,-27,-7.45,4.92,5.94,7063.04,-3191.26,9627.51,2.57,267
272,-28,-33,-3.84,6.18,5.30,4419.77,-4788.68,6762.18,2.56,267
271,-23,-35,-5.21,6.28,3.87,1386.10,-5705.59,4391.12,2.56,267
269,-18,-35,-1.69,2.75,6.23,-1146.13,-6823.07,5601.72,2.56,267
267,-14,-34,4.51,2.06,5.09,-1386.10,-6314.47,2496.42,2.56,267
267,-10,-33,1.54,5.44,6.99,-1049.43,-4967.77,598.14,2.56,267
268,-8,-32,3.07,3.69,6.01,-687.68,-4158.31,415.47,2.56,267
268,-5,-32,3.25,4.49,5.31,-150.43,-2843.84,436.96,2.56,267
269,-4,-32,3.62,6.34,7.93,519.34,-1812.32,297.28,2.56,267
269,-4,-32,1.98,5.65,8.43,325.93,-813.04,-28.65,2.57,267
269,-4,-32,0.81,6.09,8.89,429.80,96.70,-304.44,2.56,267
269,-4,-32,-0.50,6.26,7.64,103.87,626.79,308.02,2.56,267
268,-4,-33,-0.36,4.21,7.17,333.09,476.36,1364.61,2.56,267
267,-4,-33,-0.79,5.64,6.72,626.79,555.16,1217.77,2.57,267
266,-3,-33,-0.61,4.81,6.88,727.08,347.42,1310.89,2.56,267
266,-3,-34,-0.66,7.41,7.88,598.14,386.82,1221.35,2.57,267
265,-3,-34,-3.15,6.52,6.75,-161.17,-32.23,1916.19,2.57,267
263,-1,-34,-2.27,5.55,6.89,-952.72,-984.96,4348.14,2.56,268
259,1,-33,-0.33,6.40,6.50,-1980.66,-1973.50,5891.83,2.56,268
258,2,-31,1.23,6.10,8.30,-2510.74,-1210.60,-1221.35,2.56,268
261,2,-30,-5.05,3.15,7.17,-3026.50,-916.91,-3628.22,2.56,268
261,3,-27,1.52,4.04,7.25,-4362.46,-2353.15,4190.54,2.57,268
261,4,-25,2.82,2.01,9.22,-3796.56,-1138.97,-2070.20,2.56,268
262,4,-22,3.61,1.33,9.19,-3366.76,-669.77,-702.01,2.57,268
263,4,-21,1.14,4.36,9.50,-3055.16,0.00,-1131.81,2.56,268
263,4,-19,0.43,4.75,11.33,-3241.40,-21.49,-85.96,2.57,268
263,4,-16,2.75,4.07,11.01,-3492.12,28.65,870.34,2.57,268
263,4,-14,1.26,2.47,10.19,-2808.02,927.65,-1669.05,2.56,268
264,3,-13,1.78,1.12,9.57,-2138.25,1171.20,-2063.04,2.57,268
265,2,-12,1.54,1.16,10.58,-1633.24,1228.51,-1275.07,2.57,268
266,1,-11,1.32,2.14,10.18,-902.58,1217.77,-924.07,2.57,268
266,0,-11,-0.44,1.94,10.46,-533.67,1099.57,-311.60,2.56,268
266,0,-10,-0.52,1.70,10.28,-383.24,558.74,1063.75,2.56,268
265,0,-10,-1.16,2.03,10.45,-136.10,282.95,1178.37,2.57,268
264,0,-10,1.12,1.23,9.91,32.23,-257.88,2152.58,2.57,268
263,0,-10,1.00,2.51,9.13,583.81,-57.31,959.89,2.56,268
262,0,-11,1.52,1.12,9.12,755.73,-96.70,1353.87,2.56,268
262,1,-11,0.67,1.98,8.63,1024.36,21.49,1318.05,2.56,268
261,1,-12,0.38,2.18,8.13,1207.02,39.40,884.67,2.57,268
260,1,-13,0.77,1.94,8.25,1214.18,-146.85,1171.20,2.57,268
260,1,-13,0.51,2.69,8.76,1121.06,-222.06,795.13,2.56,268
260,1,-14,1.06,3.68,8.75,938.40,-218.48,275.79,2.56,268
259,2,-15,1.28,2.96,8.49,451.29,-229.23,265.04,2.57,268
259,2,-15,1.26,3.52,8.58,-21.49,-243.55,698.42,2.57,268
259,2,-15,0.78,2.67,8.83,-354.58,-53.72,-386.82,2.56,269
259,2,-14,0.79,3.59,9.03,-673.35,-128.94,-7.16,2.56,269
259,2,-14,1.52,3.43,9.37,-1196.28,-136.10,71.63,2.56,269
259,2,-13,0.78,2.39,8.67,-1393.27,96.70,-1088.83,2.56,269
260,2,-12,1.50,1.52,9.14,-1489.97,-89.54,286.53,2.56,269
262,1,-8,0.20,1.15,9.22,-1031.52,-46.56,168.34,2.56,269
262,1,-7,0.55,1.89,9.53,-870.34,-28.65,-558.74,2.56,269
265,1,-4,0.02,0.58,9.10,-881.09,114.61,-1715.62,2.56,269
266,1,-4,0.22,-0.08,8.89,-909.74,-32.23,-1461.32,2.56,269
267,0,-3,0.55,-0.16,8.64,-723.50,-71.63,-2023.64,2.57,269
268,1,-3,0.95,0.40,8.61,-744.99,-222.06,-1443.41,2.57,269
269,1,-2,0.82,0.55,8.45,-673.35,-186.25,-2145.42,2.57,269
270,1,-2,-0.58,1.55,8.04,-924.07,-465.62,-1762.18,2.56,269
271,1,-1,-0.98,1.28,7.77,-1386.10,-1088.83,-888.25,2.56,269
271,2,0,0.51,1.33,7.77,-1805.16,-1672.64,28.65,2.56,269
272,3,0,0.51,1.01,7.96,-1905.44,-1837.39,-633.95,2.56,269
273,5,1,0.08,0.16,7.19,-1866.05,-2242.12,-1973.50,2.56,269
274,6,2,-1.08,-0.42,7.27,-1830.23,-2890.40,-2460.60,2.57,269
275,8,3,0.34,-1.58,6.96,-2281.52,-4426.93,2120.34,2.57,270
273,11,5,2.60,-0.59,7.62,-2457.02,-4931.95,3126.79,2.56,270
272,14,7,2.53,-1.42,6.89,-2080.95,-4903.29,-666.19,2.56,270
272,18,9,1.58,-2.26,6.72,-2374.64,-6070.92,2353.15,2.57,270
270,21,11,6.62,-3.10,6.73,-2840.26,-6891.12,4699.14,2.57,270
267,25,15,8.14,-4.80,6.70,-3044.41,-6633.24,3918.34,2.56,270
264,28,19,10.17,-2.48,6.91,-3098.14,-6250.00,4480.66,2.56,270
261,31,24,8.08,-3.44,6.68,-3918.34,-5343.84,3402.58,2.56,270
260,33,27,7.07,-2.80,6.50,-4229.94,-4996.42,1808.74,2.57,270
258,35,33,5.38,-5.33,5.44,-5390.40,-5028.65,3119.63,2.56,270
256,36,40,8.18,-3.15,6.05,-6386.10,-5064.47,3968.48,2.56,270
255,37,45,8.99,-7.18,5.20,-7120.34,-4609.60,1909.03,2.56,270
254,37,53,11.54,-9.11,4.89,-7507.16,-4301.58,3578.08,2.57,270
254,37,60,9.96,-8.96,4.52,-7141.83,-2926.22,1192.69,2.56,270
255,38,66,8.46,-8.32,4.42,-7231.38,-2371.06,651.86,2.56,270
255,37,71,9.66,-7.53,3.32,-7639.68,-2016.48,551.58,2.56,270
258,38,77,9.00,-10.13,1.89,-7585.96,-1479.23,-2428.37,2.57,270
